Nom_complet;Sexe;Nuance;Elu;Région;Tendency
KEMPF Raphaël;MASCULIN;UG;False;Île-de-France;Gauche
LE BOURGEOIS Robert;MASCULIN;RN;True;Normandie;Extrême-Droite
POTIER Douglas;MASCULIN;RN;False;Normandie;Extrême-Droite
JUMEL Sébastien;MASCULIN;UG;False;Normandie;Gauche
VIDAL Annie;FEMININ;ENS;True;Normandie;Centre-Droite
LESEUL Gérard;MASCULIN;UG;True;Normandie;Gauche
PENNELLE Guillaume;MASCULIN;RN;False;Normandie;Extrême-Droite
FIRMIN LE BODO Agnès;FEMININ;HOR;True;Normandie;Centre-Droite
HEROUIN-LÉAUTEY Florence;FEMININ;UG;True;Normandie;Gauche
LE COZ Isabelle;FEMININ;RN;False;Normandie;Extrême-Droite
DANIEL Pauline;FEMININ;RN;False;Normandie;Extrême-Droite
DIMITROVA Ivanka;FEMININ;RN;False;Île-de-France;Extrême-Droite
PERIGAULT Isabelle;FEMININ;LR;False;Île-de-France;Droite
BRUN Davy;MASCULIN;RN;False;Île-de-France;Extrême-Droite
SOUDAIS Ersilia;FEMININ;UG;True;Île-de-France;Gauche
SAINT-MARTIN Arnaud;MASCULIN;UG;True;Île-de-France;Gauche
BENTOUNSI Amal;FEMININ;UG;False;Île-de-France;Gauche
FONTANA Philippe;MASCULIN;UXD;False;Île-de-France;Extrême-Droite
THIÉBAULT-MARTINEZ Céline;FEMININ;UG;True;Île-de-France;Gauche
LAISNEY Maxime;MASCULIN;UG;True;Île-de-France;Gauche
BONNET Arnaud;MASCULIN;UG;True;Île-de-France;Gauche
BERGÉ Aurore;FEMININ;ENS;True;Île-de-France;Centre-Droite
SAUGER Mélinda;FEMININ;UG;False;Île-de-France;Gauche
MORIN Laurent;MASCULIN;RN;False;Île-de-France;Extrême-Droite
MASSIAUX Christophe;MASCULIN;UG;False;Île-de-France;Gauche
DE ROZIERES Babette;FEMININ;UXD;False;Île-de-France;Extrême-Droite
PIRON Béatrice;FEMININ;ENS;True;Île-de-France;Centre-Droite
MARTINET William;MASCULIN;UG;False;Île-de-France;Gauche
NAUTH Cyril;MASCULIN;RN;False;Île-de-France;Extrême-Droite
BARROT Jean-Noël;MASCULIN;ENS;True;Île-de-France;Centre-Droite
LEBEC Marie;FEMININ;ENS;True;Île-de-France;Centre-Droite
RODWELL Charles;MASCULIN;ENS;True;Île-de-France;Centre-Droite
BENYETTOU Yassine;MASCULIN;UG;False;Île-de-France;Gauche
FIÉVET Jean-Marie;MASCULIN;ENS;True;Nouvelle-Aquitaine;Centre-Droite
BATHO Delphine;FEMININ;ECO;True;Nouvelle-Aquitaine;Gauche-Radicale
LANZI Nathalie;FEMININ;UG;False;Nouvelle-Aquitaine;Gauche
RIBEIRO BILLET Nathalie;FEMININ;RN;False;Hauts-de-France;Extrême-Droite
MAQUET Emmanuel;MASCULIN;LR;False;Hauts-de-France;Droite
GEST Anthony;MASCULIN;ENS;False;Hauts-de-France;Centre-Droite
TOUMI Damien;MASCULIN;RN;False;Hauts-de-France;Extrême-Droite
TERLIER Jean;MASCULIN;ENS;True;Occitanie;Centre-Droite
CABROLIER Frédéric;MASCULIN;RN;False;Occitanie;Extrême-Droite
ERODI Karen;FEMININ;UG;True;Occitanie;Gauche
CHRETIEN Claudie;FEMININ;UG;False;Occitanie;Gauche
BAREGES Brigitte;FEMININ;UXD;True;Occitanie;Extrême-Droite
BOCCALETTI Frédéric;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
RAMBAUD Stéphane;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
SOULÉ Sébastien;MASCULIN;RN;False;Provence-Alpes-Côte d'Azur;Extrême-Droite
RIMBERT Catherine;FEMININ;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
JAOUEN Catherine;FEMININ;RN;False;Provence-Alpes-Côte d'Azur;Extrême-Droite
LORHO Marie-France;FEMININ;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
AUZANOT Bénédicte;FEMININ;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
BUFFETAUT Stéphane;MASCULIN;RN;False;Pays de la Loire;Extrême-Droite
DUBIN Pascal;MASCULIN;UXD;False;Pays de la Loire;Extrême-Droite
LATOMBE Philippe;MASCULIN;ENS;True;Pays de la Loire;Centre-Droite
EBRAN Marie-Christine;FEMININ;RN;False;Pays de la Loire;Extrême-Droite
MARIEL-GODARD Julie;FEMININ;UG;False;Pays de la Loire;Gauche
LECAMP Pascal;MASCULIN;ENS;True;Nouvelle-Aquitaine;Centre-Droite
DARLES Emmanuelle;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
TURQUOIS Nicolas;MASCULIN;ENS;True;Nouvelle-Aquitaine;Centre-Droite
CHEVALLIER Estelle;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
DELAUTRETTE Stéphane;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
MAUDET Damien;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
FREYCHET Albin;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
GAULTIER Jean-Jacques;MASCULIN;LR;False;Grand Est;Droite
DUSSAUSAYE Gaëtan;MASCULIN;RN;True;Grand Est;Extrême-Droite
FRANÇOIS Pierre;MASCULIN;RN;False;Grand Est;Extrême-Droite
NAEGELEN Christophe;MASCULIN;DVD;True;Grand Est;Droite
ROY Sophie-Laurence;FEMININ;UXD;True;Bourgogne-Franche-Comté;Extrême-Droite
LOURY Florence;FEMININ;UG;False;Bourgogne-Franche-Comté;Gauche
MANCK Carine;FEMININ;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
CHAUCHE Florian;MASCULIN;UG;False;Bourgogne-Franche-Comté;Gauche
HILLAIRE Mathieu;MASCULIN;UG;False;Île-de-France;Gauche
MILOSEVIC Stefan;MASCULIN;RN;False;Île-de-France;Extrême-Droite
GUIBERT Audrey;FEMININ;RN;False;Île-de-France;Extrême-Droite
RIXAIN Marie-Pierre;FEMININ;ENS;True;Île-de-France;Centre-Droite
LARROUTUROU Pierre;MASCULIN;UG;False;Île-de-France;Gauche
BEAUDET Stéphane;MASCULIN;DIV;False;Île-de-France;Autres
MERRIEN Paul-Henri;MASCULIN;RN;False;Île-de-France;Extrême-Droite
DUROVRAY François;MASCULIN;DVD;False;Île-de-France;Droite
GUEDJ Jérôme;MASCULIN;UG;True;Île-de-France;Gauche
LÉAUMENT Antoine;MASCULIN;UG;True;Île-de-France;Gauche
GAILLARD Brice;MASCULIN;UG;False;Île-de-France;Gauche
PASQUINI Francesca;FEMININ;UG;False;Île-de-France;Gauche
SÉJOURNÉ Stéphane;MASCULIN;ENS;True;Île-de-France;Centre-Droite
BERGER Jean-Didier;MASCULIN;LR;True;Île-de-France;Droite
THEVENOT Prisca;FEMININ;ENS;True;Île-de-France;Centre-Droite
PITTI Raphaël;MASCULIN;UG;False;Île-de-France;Gauche
DIDIER Geoffroy;MASCULIN;LR;False;Île-de-France;Droite
ATTAL Gabriel;MASCULIN;ENS;True;Île-de-France;Centre-Droite
SEBAIHI Sabrina;FEMININ;UG;True;Île-de-France;Gauche
CORBIÈRE Alexis;MASCULIN;DVG;True;Île-de-France;Gauche
BOUROUAHA Soumya;FEMININ;UG;True;Île-de-France;Gauche
LAGARDE Aude;FEMININ;UDI;False;Île-de-France;Droite
LEGAVRE Jérôme;MASCULIN;UG;True;Île-de-France;Gauche
JOLIVET Sébastien;MASCULIN;RN;False;Île-de-France;Extrême-Droite
PORTES Thomas;MASCULIN;UG;True;Île-de-France;Gauche
BARBOTIN Arnaud;MASCULIN;UXD;False;Île-de-France;Extrême-Droite
LOUFFOK Lyes;MASCULIN;UG;False;Île-de-France;Gauche
LEGER Julien;MASCULIN;UG;False;Île-de-France;Gauche
MARTINS PEREIRA Joao;MASCULIN;UG;False;Île-de-France;Gauche
PHILIPPET Alain;MASCULIN;RN;False;Île-de-France;Extrême-Droite
KEKE Rachel;FEMININ;UG;False;Île-de-France;Gauche
BOUHADA May;FEMININ;UG;False;Île-de-France;Gauche
JULES-ARTHUR Maximillien;MASCULIN;UG;False;Île-de-France;Gauche
FOLEST Estelle;FEMININ;ENS;False;Île-de-France;Centre-Droite
REMY Nadejda;FEMININ;RN;False;Île-de-France;Extrême-Droite
ESKENAZI Romain;MASCULIN;UG;True;Île-de-France;Gauche
LELAIDIER Kimberley;FEMININ;RN;False;Île-de-France;Extrême-Droite
MARION Agnès;FEMININ;RN;False;Île-de-France;Extrême-Droite
TACHÉ Aurélien;MASCULIN;UG;True;Île-de-France;Gauche
LACOUTURE Karine;FEMININ;UG;False;Île-de-France;Gauche
SERVA Olivier;MASCULIN;DVG;True;Outre-Mer;Gauche
BAPTISTE Christian;MASCULIN;DVG;True;Outre-Mer;Gauche
MATHIASIN Max;MASCULIN;DVG;True;Outre-Mer;Gauche
CALIFER Elie;MASCULIN;SOC;True;Outre-Mer;Gauche
NADEAU Marcellin;MASCULIN;REG;True;Outre-Mer;Autres
NILOR Jean-Philippe;MASCULIN;REG;True;Outre-Mer;Autres
BELLAY Beatrice;FEMININ;SOC;True;Outre-Mer;Gauche
EDMOND-MARIETTE Philippe;MASCULIN;REG;False;Outre-Mer;Autres
CASTOR Jean-Victor;MASCULIN;REG;True;Outre-Mer;Autres
RIMANE Davy;MASCULIN;REG;True;Outre-Mer;Autres
GAILLARD Perceval;MASCULIN;UG;True;Outre-Mer;Gauche
RATENON Jean-Hugues;MASCULIN;DVG;True;Outre-Mer;Gauche
RIVIERE Joseph;MASCULIN;RN;True;Outre-Mer;Extrême-Droite
KBIDI Emeline;FEMININ;DVG;True;Outre-Mer;Gauche
BEGUE Christelle;FEMININ;RN;False;Outre-Mer;Extrême-Droite
MAILLOT Frédéric;MASCULIN;DVG;True;Outre-Mer;Gauche
NAILLET Philippe;MASCULIN;UG;True;Outre-Mer;Gauche
LENORMAND Stéphane;MASCULIN;DVD;True;Outre-Mer;Droite
KAMARDINE Mansour;MASCULIN;LR;False;Outre-Mer;Droite
REID ABERLOT Mereana;FEMININ;UG;True;Outre-Mer;Gauche
SANQUER Nicole;FEMININ;DVD;True;Outre-Mer;Droite
TJIBAOU Emmanuel;MASCULIN;REG;True;Outre-Mer;Autres
METZDORF Nicolas;MASCULIN;DVD;True;Outre-Mer;Droite
QUESTEL Alexandra;FEMININ;DVD;False;Outre-Mer;Droite
DJOUADI Samira;FEMININ;ENS;False;Étranger;Centre-Droite
LAKRAFI Amélia;FEMININ;ENS;True;Étranger;Centre-Droite
PAJOT Franck;MASCULIN;UG;False;Étranger;Gauche
GONDARD Cécilia;FEMININ;UG;False;Étranger;Gauche
DA SILVA Maxime;MASCULIN;UG;False;Étranger;Gauche
HABIB Meyer;MASCULIN;LR;False;Étranger;Droite
CAROIT Eléonore;FEMININ;ENS;True;Étranger;Centre-Droite
LESCURE Roland;MASCULIN;ENS;True;Étranger;Centre-Droite
PETIT Frédéric;MASCULIN;ENS;True;Étranger;Centre-Droite
MINVIELLE Charlotte;FEMININ;UG;False;Étranger;Gauche
FERRACCI Marc;MASCULIN;ENS;True;Étranger;Centre-Droite
BUISSON Jérôme;MASCULIN;RN;True;Auvergne-Rhône-Alpes;Extrême-Droite
CHAVENT Marc;MASCULIN;UXD;True;Auvergne-Rhône-Alpes;Extrême-Droite
DUBARRY Karine;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
DAUBIÉ Romain;MASCULIN;ENS;True;Auvergne-Rhône-Alpes;Centre-Droite
BRETON Xavier;MASCULIN;LR;True;Auvergne-Rhône-Alpes;Droite
TORRE Philippe;MASCULIN;RN;False;Hauts-de-France;Extrême-Droite
QUENEY Rémy;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
THÈS Anne-Marie;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
LEFEBVRE Romain;MASCULIN;LR;False;Auvergne-Rhône-Alpes;Droite
BLANC Felix;MASCULIN;UG;False;Provence-Alpes-Côte d'Azur;Gauche
WALTER Léo;MASCULIN;UG;False;Provence-Alpes-Côte d'Azur;Gauche
ALBRAND Louis;MASCULIN;RN;False;Provence-Alpes-Côte d'Azur;Extrême-Droite
ALLEMAND Marie-José;FEMININ;UG;True;Provence-Alpes-Côte d'Azur;Gauche
TIVOLI Lionel;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
PAUGET Eric;MASCULIN;LR;True;Provence-Alpes-Côte d'Azur;Droite
TABAROT Michèle;FEMININ;LR;True;Provence-Alpes-Côte d'Azur;Droite
MARTIN Alexandra;FEMININ;LR;True;Provence-Alpes-Côte d'Azur;Droite
CHAIX Bernard;MASCULIN;UXD;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
SAULIGNAC Hervé;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
BRUN Fabrice;MASCULIN;DVD;True;Auvergne-Rhône-Alpes;Droite
TREBUCHET Vincent;MASCULIN;UXD;True;Auvergne-Rhône-Alpes;Extrême-Droite
VUIBERT Lionel;MASCULIN;ENS;False;Grand Est;Centre-Droite
ROGER Isabelle;FEMININ;RN;False;Grand Est;Extrême-Droite
CORDIER Pierre;MASCULIN;DVD;True;Grand Est;Droite
PANIFOUS Laurent;MASCULIN;UG;True;Occitanie;Gauche
FERRAND Albéric;MASCULIN;RN;False;Grand Est;Extrême-Droite
RANC Angélique;FEMININ;RN;True;Grand Est;Extrême-Droite
POUTOU Philippe;MASCULIN;UG;False;Occitanie;Gauche
RANCOULE Julien;MASCULIN;RN;True;Occitanie;Extrême-Droite
THIVENT Viviane;FEMININ;UG;False;Occitanie;Gauche
FEVRE Pierre-Antoine;MASCULIN;UXD;False;Occitanie;Extrême-Droite
ALEXANDRE Laurent;MASCULIN;UG;True;Occitanie;Gauche
CHARTIER Jean-Philippe;MASCULIN;RN;False;Occitanie;Extrême-Droite
CIOT Jean-David;MASCULIN;UG;False;Provence-Alpes-Côte d'Azur;Gauche
BOURCET-GINER Véronique;FEMININ;ENS;False;Provence-Alpes-Côte d'Azur;Centre-Droite
AÏDAROUS Wassila;FEMININ;UG;False;Provence-Alpes-Côte d'Azur;Gauche
TACHE DE LA PAGERIE Emmanuel;MASCULIN;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
MÉLIN Joëlle;FEMININ;RN;True;Provence-Alpes-Côte d'Azur;Extrême-Droite
ZULESI Jean-Marc;MASCULIN;ENS;False;Provence-Alpes-Côte d'Azur;Centre-Droite
FABRE-AUBRESPY Hervé;MASCULIN;RN;False;Provence-Alpes-Côte d'Azur;Extrême-Droite
DHARRÉVILLE Pierre;MASCULIN;UG;False;Provence-Alpes-Côte d'Azur;Gauche
KESSACI Amine;MASCULIN;UG;False;Provence-Alpes-Côte d'Azur;Gauche
BLANCHET Christophe;MASCULIN;ENS;True;Normandie;Centre-Droite
CHAPRON Philippe;MASCULIN;RN;False;Normandie;Extrême-Droite
BORNE Elisabeth;FEMININ;ENS;True;Normandie;Centre-Droite
LIBAN Josseline;FEMININ;RN;False;Normandie;Extrême-Droite
FAUVAGE Edouard;MASCULIN;RN;False;Normandie;Extrême-Droite
BRUNEAU Joël;MASCULIN;DVD;True;Normandie;Droite
BONY Jean Yves;MASCULIN;DVD;True;Auvergne-Rhône-Alpes;Droite
GALLAIS Dorothée;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
COLOMBIER Caroline;FEMININ;RN;True;Nouvelle-Aquitaine;Extrême-Droite
MARSAUD Sandra;FEMININ;ENS;True;Nouvelle-Aquitaine;Centre-Droite
PILATO René;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
MARKOWSKY Pascal;MASCULIN;RN;True;Nouvelle-Aquitaine;Extrême-Droite
BITEAU Benoît;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
BARUSSEAU Fabrice;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
FALORNI Olivier;MASCULIN;DVG;True;Nouvelle-Aquitaine;Gauche
PLASSARD Christophe;MASCULIN;HOR;True;Nouvelle-Aquitaine;Centre-Droite
IANNUZZI Ugo;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
KERVRAN Loïc;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
SANSU Nicolas;MASCULIN;UG;True;Centre-Val de Loire;Gauche
HOLLANDE François;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
MEUNIER Frédérique;FEMININ;LR;True;Nouvelle-Aquitaine;Droite
LIORET René;MASCULIN;RN;True;Bourgogne-Franche-Comté;Extrême-Droite
DUMONT Sophie;FEMININ;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
MARTIN Didier;MASCULIN;ENS;False;Bourgogne-Franche-Comté;Centre-Droite
COUDERT Thierry;MASCULIN;UXD;False;Bourgogne-Franche-Comté;Extrême-Droite
HERVIEU Catherine;FEMININ;UG;True;Bourgogne-Franche-Comté;Gauche
DE MELLON Odile;FEMININ;RN;False;Bretagne;Extrême-Droite
BERVILLE Hervé;MASCULIN;ENS;True;Bretagne;Centre-Droite
LEPVRAUD Murielle;FEMININ;UG;True;Bretagne;Gauche
BOTHOREL Eric;MASCULIN;ENS;True;Bretagne;Centre-Droite
GORGIARD Marion;FEMININ;UG;False;Bretagne;Gauche
LENOIR Bartolomé;MASCULIN;UXD;True;Nouvelle-Aquitaine;Extrême-Droite
JOUBERT Florence;FEMININ;RN;True;Nouvelle-Aquitaine;Extrême-Droite
MARCHAUDON Dominique-Louise;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
MULLER Serge;MASCULIN;RN;True;Nouvelle-Aquitaine;Extrême-Droite
LECHON Nadine;FEMININ;RN;True;Nouvelle-Aquitaine;Extrême-Droite
VÉZIÈS Séverine;FEMININ;UG;False;Bourgogne-Franche-Comté;Gauche
PACQUOT Nicolas;MASCULIN;ENS;False;Bourgogne-Franche-Comté;Centre-Droite
DUVERNOIS Magali;FEMININ;UG;False;Bourgogne-Franche-Comté;Gauche
JEANDENAND Floriane;FEMININ;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
FUSIS Eric;MASCULIN;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
AUTRAND Adhémar;MASCULIN;UXD;False;Auvergne-Rhône-Alpes;Extrême-Droite
ANTHOINE Emmanuelle;FEMININ;LR;False;Auvergne-Rhône-Alpes;Droite
CHKERI Karim;MASCULIN;UG;False;Auvergne-Rhône-Alpes;Gauche
CHRISTOPHLE Paul;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
LEVAVASSEUR Katiana;FEMININ;RN;True;Normandie;Extrême-Droite
CANIN Julien;MASCULIN;ENS;False;Normandie;Centre-Droite
PAUPER Patrice;MASCULIN;RN;False;Normandie;Extrême-Droite
TAMARELLE VERHAEGHE Marie;FEMININ;ENS;False;Normandie;Centre-Droite
DUCHÉ Frédéric;MASCULIN;ENS;False;Normandie;Centre-Droite
DUBOIS Olivier;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
PECOUT Roger;MASCULIN;UXD;False;Centre-Val de Loire;Extrême-Droite
HUWART Harold;MASCULIN;DVC;True;Centre-Val de Loire;Centre
MINOT Emma;FEMININ;RN;False;Centre-Val de Loire;Extrême-Droite
THOMIN Mélanie;FEMININ;UG;True;Bretagne;Gauche
PEREZ Christian;MASCULIN;RN;False;Bretagne;Extrême-Droite
ALANOU Annick;FEMININ;RN;False;Bretagne;Extrême-Droite
LEBERT Grégory;MASCULIN;UG;False;Bretagne;Gauche
MELCHIOR Graziella;FEMININ;ENS;True;Bretagne;Centre-Droite
CADALEN Pierre-Yves;MASCULIN;UG;True;Bretagne;Gauche
VULPIANI Sylvaine;FEMININ;UG;False;Bretagne;Gauche
DONVAL Martine;FEMININ;RN;False;Bretagne;Extrême-Droite
QUARENA Ariane;FEMININ;RN;False;Corse;Extrême-Droite
FILONI François;MASCULIN;RN;False;Corse;Extrême-Droite
CECCOLI François-Xavier;MASCULIN;DVD;True;Corse;Droite
MARCHAL Jean-Michel;MASCULIN;RN;False;Corse;Extrême-Droite
JOSSERAND Sylvie;FEMININ;RN;True;Occitanie;Extrême-Droite
SALA Michel;MASCULIN;UG;False;Occitanie;Gauche
MEURIN Pierre;MASCULIN;RN;True;Occitanie;Extrême-Droite
OROMI Sabine;FEMININ;UG;False;Occitanie;Gauche
GILLET Yoann;MASCULIN;RN;True;Occitanie;Extrême-Droite
AVIRAGNET Joël;MASCULIN;UG;True;Occitanie;Gauche
INARD Gaëtan;MASCULIN;UXD;False;Occitanie;Extrême-Droite
OBERTI Jacques;MASCULIN;UG;True;Occitanie;Gauche
LEONARDELLI Julien;MASCULIN;RN;False;Occitanie;Extrême-Droite
KHALIFA Frank;MASCULIN;RN;False;Occitanie;Extrême-Droite
VIGNON Corinne;FEMININ;ENS;True;Occitanie;Centre-Droite
HOBET Elodie;FEMININ;ENS;False;Occitanie;Centre-Droite
DEMANGE-FIERLEJ Nadine;FEMININ;RN;False;Occitanie;Extrême-Droite
ARRIGHI Christine;FEMININ;UG;True;Occitanie;Gauche
YELMA Jean-Luc;MASCULIN;RN;False;Occitanie;Extrême-Droite
TAUPIAC David;MASCULIN;DVG;True;Occitanie;Gauche
BERTHONNEAU Rémy;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
RECHAGNEUX Julie;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
PANONACLE Sophie;FEMININ;ENS;True;Nouvelle-Aquitaine;Centre-Droite
MARQUES François-Xavier;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
GOT Pascale;FEMININ;UG;True;Nouvelle-Aquitaine;Gauche
CHADOURNE Sandrine;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
BASTERES Maryvonne;FEMININ;RN;False;Nouvelle-Aquitaine;Extrême-Droite
PALUTEAU Bruno;MASCULIN;RN;False;Nouvelle-Aquitaine;Extrême-Droite
SAINT-PASTEUR Sébastien;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
POULLIAT Eric;MASCULIN;ENS;False;Nouvelle-Aquitaine;Centre-Droite
MANENC Aurélien;MASCULIN;UG;False;Occitanie;Gauche
ROME Sébastien;MASCULIN;UG;False;Occitanie;Gauche
TROISE Lauriane;FEMININ;RN;False;Occitanie;Extrême-Droite
DELAPIERRE Cédric;MASCULIN;RN;False;Occitanie;Extrême-Droite
GABARRON Julien;MASCULIN;RN;True;Occitanie;Extrême-Droite
ALLONCLE Charles;MASCULIN;UXD;True;Occitanie;Extrême-Droite
ROUMEGAS Jean-Louis;MASCULIN;UG;True;Occitanie;Gauche
VANHAECKE Bérénice;FEMININ;RN;False;Bretagne;Extrême-Droite
LE NABOUR Christine;FEMININ;ENS;True;Bretagne;Centre-Droite
BENOIT Thierry;MASCULIN;ENS;True;Bretagne;Centre-Droite
BOURGEAUX Jean-Luc;MASCULIN;DVD;True;Bretagne;Droite
HIGNET Mathilde;FEMININ;UG;True;Bretagne;Gauche
FAILLÉ Charlotte;FEMININ;ENS;False;Bretagne;Centre-Droite
BOUCHER Nicolas;MASCULIN;ENS;False;Bretagne;Centre-Droite
SIFFERT Marc;MASCULIN;UXD;False;Centre-Val de Loire;Extrême-Droite
WUNSCH Mylène;FEMININ;RN;False;Centre-Val de Loire;Extrême-Droite
ROBIN Jules;MASCULIN;UXD;False;Centre-Val de Loire;Extrême-Droite
THILLAYE Sabine;FEMININ;ENS;True;Centre-Val de Loire;Centre-Droite
FOUGERON Corine;FEMININ;RN;False;Centre-Val de Loire;Extrême-Droite
BELLANGER Jean-François;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
SCHREIBER Frédérique;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
NEUDER Yannick;MASCULIN;LR;True;Auvergne-Rhône-Alpes;Droite
NOSBÉ Sandrine;FEMININ;UG;True;Auvergne-Rhône-Alpes;Gauche
BATTISTEL Marie-Noëlle;FEMININ;UG;True;Auvergne-Rhône-Alpes;Gauche
DI SPIGNO Yaqine;FEMININ;UG;False;Auvergne-Rhône-Alpes;Gauche
PEREZ Thierry;MASCULIN;RN;True;Auvergne-Rhône-Alpes;Extrême-Droite
MANSOURI Hanane;FEMININ;UXD;True;Auvergne-Rhône-Alpes;Extrême-Droite
PREVOST Hugo;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
ROBERT Edouard;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
DUPRÉ Christel;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
VUILLEMIN-PLANCON Aurore;FEMININ;RN;False;Bourgogne-Franche-Comté;Extrême-Droite
BRULEBOIS Danielle;FEMININ;ENS;True;Bourgogne-Franche-Comté;Centre-Droite
DALLOZ Marie-Christine;FEMININ;LR;True;Bourgogne-Franche-Comté;Droite
VALLAUD Boris;MASCULIN;UG;True;Nouvelle-Aquitaine;Gauche
CAUSSE Lionel;MASCULIN;ENS;True;Nouvelle-Aquitaine;Centre-Droite
DARRIEUSSECQ Geneviève;FEMININ;ENS;True;Nouvelle-Aquitaine;Centre-Droite
DE OLIVEIRA Virginia;FEMININ;RN;False;Centre-Val de Loire;Extrême-Droite
BARDET Marine;FEMININ;RN;False;Centre-Val de Loire;Extrême-Droite
CHUDEAU Roger;MASCULIN;RN;True;Centre-Val de Loire;Extrême-Droite
RAMBAUD Gerbert;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
GRANGER Grégoire;MASCULIN;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
STEVENSON Ismaël;MASCULIN;UG;False;Auvergne-Rhône-Alpes;Gauche
LA MARCA Angelina;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
COURBON Pierrick;MASCULIN;UG;True;Auvergne-Rhône-Alpes;Gauche
LE JAOUEN Eric;MASCULIN;UDI;False;Auvergne-Rhône-Alpes;Droite
FOURETS Suzanne Maryse Denise;FEMININ;RN;False;Auvergne-Rhône-Alpes;Extrême-Droite
WAUQUIEZ Laurent;MASCULIN;LR;True;Auvergne-Rhône-Alpes;Droite
HUNAULT Alain;MASCULIN;DVD;False;Pays de la Loire;Droite
VIANCIN Maxime;MASCULIN;UG;False;Pays de la Loire;Gauche
MALDINEY Bastian;MASCULIN;RN;False;Pays de la Loire;Extrême-Droite
HUNAULT Michel;MASCULIN;UXD;False;Pays de la Loire;Extrême-Droite
PINEAU Gaëlle;FEMININ;RN;False;Pays de la Loire;Extrême-Droite
TAVEL Matthias;MASCULIN;UG;True;Pays de la Loire;Gauche
EL HAÏRY Sarah;FEMININ;ENS;False;Pays de la Loire;Centre-Droite
ARC Laurie;FEMININ;RN;False;Pays de la Loire;Extrême-Droite
BELHAMITI Mounir;MASCULIN;ENS;False;Pays de la Loire;Centre-Droite
PARIS Mathilde;FEMININ;RN;False;Centre-Val de Loire;Extrême-Droite
MÉNAGÉ Thomas;MASCULIN;RN;True;Centre-Val de Loire;Extrême-Droite
BROSSE Anthony;MASCULIN;ENS;True;Centre-Val de Loire;Centre-Droite
BABIN Elodie;FEMININ;RN;False;Centre-Val de Loire;Extrême-Droite
RIST Stéphanie;FEMININ;ENS;True;Centre-Val de Loire;Centre-Droite
ZELLER Anthony;MASCULIN;RN;False;Centre-Val de Loire;Extrême-Droite
BOUGEARD Elsa;FEMININ;UG;False;Occitanie;Gauche
PROENÇA Christophe;MASCULIN;UG;True;Occitanie;Gauche
LAUZZANA Michel;MASCULIN;ENS;True;Nouvelle-Aquitaine;Centre-Droite
LAPORTE Hélène;FEMININ;RN;True;Nouvelle-Aquitaine;Extrême-Droite
